height,weight,label
151,47,normal
150,39,thin
190,86,normal
161,91,fat
189,82,normal
184,79,normal
185,66,normal
154,40,thin
149,77,fat
145,90,fat
190,55,thin
182,46,thin
162,63,normal
154,37,thin
161,61,normal
159,50,normal
163,55,normal
155,100,fat
151,95,fat
181,48,thin
165,54,normal
148,56,fat
176,91,fat
168,51,thin
152,55,normal
147,52,normal
171,79,fat
150,42,normal
187,61,thin
156,72,fat
178,86,fat
188,66,normal
170,55,normal
152,88,fat
168,40,thin
157,83,fat
177,39,thin
185,87,fat
169,55,normal
185,91,fat
180,58,thin
160,78,fat
143,41,normal
182,64,normal
148,49,normal
173,45,thin
148,38,thin
145,96,fat
143,59,fat
148,55,fat
189,46,thin
183,97,fat
179,70,normal
187,44,thin
190,48,thin
149,96,fat
184,87,fat
172,67,normal
189,47,thin
146,95,fat
150,51,normal
159,87,fat
146,90,fat
142,81,fat
170,68,normal
145,57,fat
190,75,normal
176,67,normal
159,92,fat
166,46,thin
152,45,normal
182,60,thin
159,42,thin
142,85,fat
143,88,fat
170,76,fat
151,80,fat
146,55,fat
149,67,fat
141,89,fat
170,44,thin
157,44,thin
161,42,thin
147,65,fat
170,71,normal
161,46,thin
159,60,normal
142,82,fat
185,97,fat
143,98,fat
158,35,thin
181,53,thin
162,89,fat
171,95,fat
185,92,fat
185,53,thin
182,73,normal
154,67,fat
158,66,fat
173,89,fat
183,81,normal
153,95,fat
164,86,fat
157,86,fat
187,97,fat
140,96,fat
161,68,fat
163,70,fat
170,62,normal
157,52,normal
181,45,thin
182,77,normal
149,51,normal
173,63,normal
188,94,fat
149,93,fat
180,71,normal
183,96,fat
144,58,fat
174,81,fat
163,42,thin
177,43,thin
190,88,normal
164,67,normal
161,92,fat
142,57,fat
142,60,fat
185,70,normal
155,100,fat
164,70,fat
187,99,fat
185,47,thin
162,46,thin
179,59,thin
155,50,normal
156,99,fat
145,100,fat
165,71,fat
147,37,thin
153,60,fat
184,72,normal
165,38,thin
161,60,normal
144,55,fat
183,38,thin
151,75,fat
153,56,normal
154,56,normal
150,73,fat
181,98,fat
166,56,normal
177,100,fat
151,40,thin
161,84,fat
142,54,fat
173,57,normal
157,52,normal
182,46,thin
165,74,fat
150,98,fat
159,97,fat
180,39,thin
162,42,thin
184,80,normal
181,41,thin
161,51,normal
163,45,thin
175,77,fat
189,86,normal
157,52,normal
189,46,thin
186,54,thin
163,62,normal
178,58,thin
168,88,fat
154,93,fat
165,83,fat
156,56,normal
157,92,fat
142,57,fat
157,52,normal
158,38,thin
186,43,thin
144,83,fat
152,94,fat
163,97,fat
166,60,normal
151,82,fat
172,45,thin
167,61,normal
190,87,normal
163,89,fat
175,63,normal
141,64,fat
162,69,fat
171,99,fat
177,92,fat
170,99,fat
178,47,thin
167,53,normal
152,88,fat
166,63,normal
185,36,thin
159,62,normal
175,67,normal
173,64,normal
179,80,normal
148,52,normal
175,42,thin
181,75,normal
161,40,thin
149,35,thin
170,70,normal
158,80,fat
141,88,fat
167,93,fat
162,100,fat
143,94,fat
161,88,fat
144,63,fat
161,47,thin
160,85,fat
157,83,fat
161,81,fat
146,87,fat
150,84,fat
177,95,fat
169,57,normal
148,83,fat
175,48,thin
188,51,thin
175,52,thin
162,69,fat
163,85,fat
185,65,normal
183,65,normal
182,76,normal
185,93,fat
152,94,fat
185,69,normal
178,66,normal
155,86,fat
148,62,fat
146,77,fat
168,79,fat
187,72,normal
153,91,fat
156,91,fat
153,76,fat
155,100,fat
165,99,fat
142,67,fat
175,94,fat
187,54,thin
155,84,fat
150,90,fat
150,80,fat
188,75,normal
158,56,normal
189,35,thin
140,85,fat
155,98,fat
189,50,thin
172,78,fat
156,99,fat
184,70,normal
145,74,fat
183,79,normal
187,93,fat
146,95,fat
149,43,normal
173,99,fat
173,59,normal
141,98,fat
177,52,thin
177,96,fat
144,71,fat
142,86,fat
171,75,fat
162,61,normal
163,99,fat
164,100,fat
158,41,thin
177,77,normal
158,83,fat
173,35,thin
186,80,normal
184,67,normal
179,71,normal
186,88,fat
175,56,thin
167,54,normal
155,99,fat
180,63,normal
150,37,thin
181,47,thin
188,44,thin
175,72,normal
179,76,normal
152,95,fat
149,60,fat
179,36,thin
166,35,thin
185,36,thin
172,72,normal
142,63,fat
164,74,fat
178,96,fat
162,36,thin
169,75,fat
149,91,fat
170,39,thin
162,53,normal
166,92,fat
143,99,fat
168,40,thin
158,94,fat
180,48,thin
157,81,fat
170,62,normal
180,38,thin
183,71,normal
147,83,fat
150,51,normal
147,35,thin
158,71,fat
190,76,normal
180,48,thin
154,48,normal
172,79,fat
153,64,fat
183,85,fat
181,100,fat
188,59,thin
169,71,normal
142,93,fat
157,97,fat
163,80,fat
149,64,fat
150,73,fat
145,87,fat
163,66,normal
187,95,fat
164,66,normal
173,65,normal
186,93,fat
154,74,fat
182,94,fat
182,59,thin
180,61,normal
163,74,fat
175,52,thin
147,56,fat
190,45,thin
156,63,fat
163,76,fat
174,80,fat
176,49,thin
180,96,fat
169,84,fat
190,90,normal
152,69,fat
179,53,thin
158,65,fat
184,43,thin
141,43,normal
161,77,fat
161,94,fat
140,44,normal
149,55,normal
175,90,fat
178,75,normal
177,84,fat
161,89,fat
158,54,normal
158,49,normal
141,78,fat
178,43,thin
179,66,normal
152,69,fat
156,62,fat
169,69,normal
170,93,fat
183,95,fat
145,89,fat
148,86,fat
154,68,fat
149,62,fat
173,64,normal
176,87,fat
152,91,fat
145,62,fat
161,60,normal
167,62,normal
181,90,fat
154,80,fat
168,86,fat
144,39,normal
145,51,normal
185,91,fat
158,73,fat
184,88,fat
141,86,fat
141,54,fat
163,64,normal
146,95,fat
171,100,fat
155,58,normal
171,77,fat
144,60,fat
184,59,thin
179,56,thin
148,95,fat
162,75,fat
145,81,fat
186,72,normal
172,71,normal
185,77,normal
141,87,fat
190,72,normal
164,58,normal
143,47,normal
155,38,thin
180,61,normal
161,95,fat
154,39,thin
190,91,fat
160,71,fat
164,40,thin
170,80,fat
157,55,normal
185,52,thin
166,86,fat
142,37,thin
167,47,thin
168,52,thin
141,99,fat
173,89,fat
156,69,fat
159,61,normal
171,70,normal
171,86,fat
144,76,fat
157,73,fat
190,46,thin
159,49,normal
178,52,thin
145,52,normal
185,73,normal
143,67,fat
161,42,thin
181,84,fat
188,88,normal
156,71,fat
176,88,fat
183,65,normal
154,41,thin
159,51,normal
146,58,fat
143,68,fat
151,91,fat
172,49,thin
165,58,normal
161,74,fat
170,58,normal
156,87,fat
168,75,fat
164,40,thin
142,56,fat
182,57,thin
142,87,fat
175,55,thin
144,36,thin
183,61,thin
175,62,normal
179,59,thin
157,73,fat
155,50,normal
155,54,normal
182,59,thin
172,89,fat
178,79,normal
171,80,fat
172,65,normal
156,57,normal
176,37,thin
173,59,normal
168,93,fat
164,41,thin
164,45,thin
156,82,fat
173,79,fat
141,52,fat
148,63,fat
150,58,fat
190,44,thin
168,88,fat
141,81,fat
166,76,fat
142,80,fat
144,48,normal
148,36,thin
160,63,normal
157,45,thin
142,89,fat
156,41,thin
141,49,normal
150,78,fat
185,72,normal
176,94,fat
149,52,normal
144,98,fat
169,87,fat
185,88,fat
159,66,fat
177,41,thin
150,67,fat
173,94,fat
150,58,fat
151,35,thin
170,55,normal
155,39,thin
175,85,fat
170,79,fat
141,94,fat
172,43,thin
179,46,thin
173,86,fat
187,87,normal
143,59,fat
164,63,normal
161,66,fat
174,69,normal
151,44,normal
152,80,fat
172,69,normal
166,85,fat
190,51,thin
171,92,fat
140,68,fat
160,66,fat
171,41,thin
159,58,normal
186,58,thin
141,91,fat
159,85,fat
190,85,normal
156,89,fat
159,50,normal
161,74,fat
179,60,normal
148,40,thin
143,83,fat
173,95,fat
150,86,fat
144,49,normal
147,62,fat
188,62,thin
175,69,normal
145,42,normal
143,93,fat
174,55,thin
184,70,normal
140,63,fat
151,98,fat
177,39,thin
165,51,normal
189,66,thin
140,37,normal
174,60,normal
152,87,fat
160,74,fat
177,70,normal
146,84,fat
155,84,fat
174,45,thin
178,90,fat
151,93,fat
178,47,thin
151,90,fat
171,69,normal
190,81,normal
146,73,fat
176,38,thin
157,71,fat
162,64,normal
187,74,normal
156,68,fat
178,68,normal
188,38,thin
147,74,fat
177,69,normal
150,54,normal
174,76,fat
189,78,normal
174,80,fat
146,65,fat
145,61,fat
148,98,fat
168,61,normal
171,69,normal
182,58,thin
175,54,thin
161,57,normal
175,82,fat
143,68,fat
163,58,normal
189,97,fat
188,66,normal
155,51,normal
163,87,fat
172,54,thin
166,92,fat
187,53,thin
175,96,fat
157,87,fat
174,91,fat
171,41,thin
184,82,normal
168,56,normal
161,43,thin
179,65,normal
159,85,fat
173,56,normal
169,47,thin
182,89,fat
148,36,thin
141,90,fat
166,50,thin
172,72,normal
182,50,thin
155,75,fat
174,57,normal
176,52,thin
181,66,normal
169,76,fat
158,86,fat
185,91,fat
170,73,fat
187,52,thin
171,81,fat
157,56,normal
190,90,normal
166,49,thin
150,42,normal
175,35,thin
173,61,normal
168,64,normal
160,63,normal
166,52,normal
153,87,fat
161,89,fat
143,44,normal
187,73,normal
189,58,thin
182,92,fat
178,89,fat
189,51,thin
159,48,normal
169,35,thin
142,67,fat
172,86,fat
157,52,normal
154,53,normal
176,57,thin
161,60,normal
160,49,normal
189,81,normal
174,41,thin
162,95,fat
153,40,thin
152,94,fat
159,42,thin
185,73,normal
168,42,thin
186,60,thin
166,67,normal
159,53,normal
163,73,fat
150,50,normal
169,51,thin
178,68,normal
157,49,normal
177,58,normal
158,48,normal
189,80,normal
160,89,fat
151,99,fat
157,66,fat
178,74,normal
162,36,thin
186,96,fat
156,43,thin
156,38,thin
144,87,fat
166,66,normal
142,95,fat
182,45,thin
171,68,normal
148,67,fat
188,91,fat
141,53,fat
164,58,normal
183,52,thin
163,41,thin
179,61,normal
151,65,fat
190,78,normal
142,37,thin
156,82,fat
173,88,fat
147,53,normal
154,77,fat
156,87,fat
141,48,normal
173,82,fat
178,48,thin
174,80,fat
140,59,fat
161,46,thin
148,95,fat
186,36,thin
175,90,fat
151,94,fat
189,100,fat
156,61,fat
145,66,fat
144,90,fat
179,59,thin
177,77,normal
171,88,fat
188,96,fat
177,68,normal
189,99,fat
186,54,thin
140,67,fat
167,39,thin
183,84,fat
142,60,fat
159,80,fat
159,81,fat
188,69,normal
143,57,fat
142,80,fat
177,84,fat
187,85,normal
166,92,fat
181,35,thin
169,77,fat
173,51,thin
159,43,thin
172,75,fat
157,82,fat
154,88,fat
164,62,normal
175,97,fat
140,46,normal
183,88,fat
164,92,fat
165,60,normal
163,36,thin
173,88,fat
180,91,fat
144,47,normal
172,84,fat
175,77,fat
185,49,thin
164,61,normal
162,37,thin
176,62,normal
149,69,fat
160,84,fat
176,84,fat
172,61,normal
158,38,thin
180,67,normal
185,98,fat
173,75,fat
174,87,fat
144,97,fat
158,35,thin
184,41,thin
184,98,fat
145,96,fat
164,45,thin
161,82,fat
161,62,normal
187,48,thin
187,86,normal
169,63,normal
180,74,normal
151,51,normal
147,98,fat
158,43,thin
148,80,fat
161,99,fat
141,40,normal
165,60,normal
154,97,fat
162,50,normal
151,55,normal
145,84,fat
159,71,fat
162,65,normal
184,36,thin
158,75,fat
156,62,fat
182,100,fat
177,97,fat
187,73,normal
181,50,thin
149,65,fat
169,46,thin
151,92,fat
171,93,fat
142,95,fat
148,51,normal
174,81,fat
182,61,thin
184,64,normal
154,58,normal
156,67,fat
163,84,fat
145,48,normal
164,36,thin
177,68,normal
176,46,thin
182,43,thin
142,86,fat
166,84,fat
179,59,thin
163,98,fat
169,85,fat
164,57,normal
141,81,fat
170,94,fat
147,80,fat
160,96,fat
162,57,normal
183,64,normal
190,84,normal
153,98,fat
161,80,fat
147,77,fat
165,55,normal
164,69,fat
150,65,fat
155,56,normal
190,57,thin
176,99,fat
157,90,fat
176,41,thin
147,85,fat
149,66,fat
165,63,normal
189,62,thin
190,67,normal
153,66,fat
175,99,fat
147,93,fat
143,57,fat
144,56,fat
155,71,fat
174,82,fat
172,64,normal
159,88,fat
169,48,thin
155,74,fat
170,76,fat
158,39,thin
183,93,fat
152,100,fat
151,78,fat
182,68,normal
155,98,fat
163,74,fat
168,63,normal
154,42,thin
145,40,normal
168,68,normal
163,72,fat
142,50,normal
142,45,normal
157,78,fat
164,54,normal
149,96,fat
169,49,thin
147,58,fat
169,73,fat
180,61,normal
178,37,thin
183,59,thin
146,48,normal
185,37,thin
150,63,fat
161,91,fat
162,82,fat
170,90,fat
164,73,fat
168,99,fat
149,57,fat
183,97,fat
163,62,normal
158,38,thin
146,62,fat
162,45,thin
146,70,fat
176,95,fat
142,90,fat
187,94,fat
182,68,normal
149,84,fat
183,83,normal
173,80,fat
177,61,normal
145,46,normal
163,84,fat
176,92,fat
158,65,fat
166,60,normal
178,100,fat
161,68,fat
155,44,thin
184,90,fat
172,59,normal
185,57,thin
182,75,normal
162,47,thin
179,42,thin
178,70,normal
178,56,thin
176,68,normal
160,90,fat
140,95,fat
141,85,fat
174,47,thin
171,78,fat
181,75,normal
171,87,fat
171,76,fat
151,56,normal
175,38,thin
140,96,fat
140,64,fat
176,70,normal
178,47,thin
160,95,fat
166,69,fat
188,100,fat
190,41,thin
180,91,fat
158,96,fat
184,66,normal
187,38,thin
186,98,fat
162,64,normal
170,50,thin
149,84,fat
179,67,normal
149,38,thin
159,66,fat
168,45,thin
190,67,normal
180,71,normal
189,57,thin
181,76,normal
153,74,fat
166,94,fat
145,74,fat
148,68,fat
152,81,fat
149,50,normal
158,44,thin
149,57,fat
179,69,normal
167,91,fat
174,55,thin
183,46,thin
169,94,fat
181,72,normal
154,46,normal
182,85,fat
178,86,fat
189,68,normal
157,77,fat
158,45,thin
190,39,thin
174,54,thin
154,47,normal
144,35,thin
171,45,thin
183,35,thin
141,97,fat
144,66,fat
165,41,thin
152,63,fat
170,65,normal
159,71,fat
170,95,fat
158,65,fat
150,68,fat
163,57,normal
188,68,normal
175,61,normal
174,52,thin
141,79,fat
181,87,fat
172,94,fat
171,36,thin
164,80,fat
142,91,fat
164,38,thin
164,57,normal
170,60,normal
187,62,thin
158,77,fat
144,47,normal
151,71,fat
141,35,thin
152,79,fat
171,61,normal
190,45,thin
147,83,fat
171,84,fat
162,75,fat
168,95,fat
146,53,normal
169,56,normal
183,55,thin
142,73,fat
144,75,fat
177,80,fat
182,41,thin
156,69,fat
179,51,thin
177,63,normal
144,56,fat
173,93,fat
173,70,normal
169,87,fat
161,49,normal
158,62,normal
151,93,fat
168,50,thin
186,73,normal
142,72,fat
148,66,fat
188,43,thin
141,37,normal
171,35,thin
142,96,fat
169,42,thin
184,51,thin
185,63,thin
183,39,thin
142,39,normal
149,69,fat
149,65,fat
180,57,thin
165,89,fat
179,57,thin
141,37,normal
157,79,fat
173,57,normal
159,72,fat
185,64,normal
190,59,thin
163,67,fat
167,65,normal
160,83,fat
177,54,thin
155,62,fat
183,37,thin
146,71,fat
148,62,fat
184,78,normal
182,69,normal
165,35,thin
184,65,normal
146,99,fat
161,66,fat
184,80,normal
155,96,fat
162,77,fat
152,89,fat
157,88,fat
165,80,fat
164,96,fat
143,69,fat
153,66,fat
168,45,thin
142,93,fat
189,70,normal
170,83,fat
168,79,fat
164,58,normal
168,42,thin
159,37,thin
160,89,fat
174,35,thin
178,64,normal
178,61,normal
151,51,normal
178,44,thin
160,85,fat
160,44,thin
160,66,fat
166,92,fat
171,41,thin
169,52,thin
174,82,fat
155,37,thin
181,67,normal
187,75,normal
149,97,fat
181,54,thin
186,44,thin
146,75,fat
179,72,normal
154,52,normal
158,55,normal
157,79,fat
163,56,normal
156,73,fat
149,99,fat
154,68,fat
176,60,normal
190,75,normal
148,38,thin
180,61,normal
184,79,normal
152,45,normal
143,58,fat
176,54,thin
143,48,normal
190,39,thin
151,90,fat
140,49,fat
190,57,thin
179,82,fat
171,71,normal
146,99,fat
166,66,normal
150,82,fat
165,98,fat
158,65,fat
181,59,thin
174,77,fat
176,72,normal
156,71,fat
166,60,normal
146,87,fat
141,40,normal
162,78,fat
144,67,fat
168,39,thin
146,66,fat
162,35,thin
142,77,fat
161,44,thin
189,69,normal
146,66,fat
150,100,fat
172,68,normal
178,57,thin
189,64,thin
162,100,fat
141,85,fat
163,63,normal
171,77,fat
146,88,fat
180,42,thin
172,47,thin
149,51,normal
185,81,normal
165,72,fat
150,75,fat
170,78,fat
184,44,thin
190,80,normal
155,97,fat
156,69,fat
175,72,normal
179,49,thin
167,83,fat
169,64,normal
165,74,fat
176,52,thin
161,77,fat
147,88,fat
150,52,normal
182,75,normal
174,42,thin
156,85,fat
189,80,normal
178,93,fat
152,85,fat
185,66,normal
189,97,fat
151,95,fat
168,55,normal
181,44,thin
165,53,normal
172,46,thin
149,55,normal
158,37,thin
178,81,fat
190,40,thin
154,84,fat
158,79,fat
166,75,fat
170,54,normal
163,91,fat
174,58,normal
170,83,fat
173,51,thin
144,43,normal
184,63,normal
168,44,thin
167,65,normal
160,55,normal
176,96,fat
160,72,fat
190,57,thin
165,89,fat
155,39,thin
168,89,fat
173,39,thin
145,83,fat
157,38,thin
155,50,normal
185,39,thin
176,43,thin
171,37,thin
147,68,fat
140,35,thin
145,91,fat
149,48,normal
163,51,normal
160,73,fat
151,52,normal
190,40,thin
181,77,normal
147,83,fat
179,95,fat
160,65,fat
161,65,fat
183,66,normal
160,71,fat
176,46,thin
178,74,normal
150,97,fat
171,74,fat
159,88,fat
165,37,thin
156,84,fat
140,52,fat
143,80,fat
173,49,thin
159,87,fat
164,54,normal
158,57,normal
179,100,fat
179,35,thin
183,67,normal
171,51,thin
165,79,fat
174,38,thin
178,69,normal
170,92,fat
166,65,normal
186,66,normal
188,69,normal
174,71,normal
178,96,fat
142,72,fat
165,49,thin
189,36,thin
176,80,fat
141,51,fat
157,41,thin
159,86,fat
156,84,fat
170,37,thin
160,89,fat
145,94,fat
183,39,thin
158,81,fat
188,99,fat
189,60,thin
141,35,thin
143,85,fat
145,70,fat
150,99,fat
163,87,fat
188,80,normal
163,39,thin
172,96,fat
176,47,thin
186,63,thin
143,39,normal
173,76,fat
149,81,fat
152,95,fat
190,86,normal
147,57,fat
178,85,fat
174,55,thin
162,43,thin
159,98,fat
149,63,fat
148,72,fat
177,68,normal
159,47,normal
182,97,fat
189,99,fat
163,50,normal
147,76,fat
178,73,normal
150,66,fat
162,51,normal
180,62,normal
146,56,fat
148,92,fat
174,87,fat
185,91,fat
161,57,normal
163,49,thin
142,65,fat
140,47,normal
149,41,thin
161,42,thin
140,86,fat
154,89,fat
170,99,fat
144,37,thin
148,62,fat
152,48,normal
177,37,thin
158,54,normal
178,96,fat
183,55,thin
147,59,fat
181,91,fat
165,47,thin
186,68,normal
164,87,fat
179,37,thin
146,37,thin
145,65,fat
190,98,fat
182,60,thin
158,36,thin
177,62,normal
161,67,fat
153,53,normal
173,88,fat
189,44,thin
172,99,fat
180,59,thin
147,83,fat
180,56,thin
174,100,fat
173,75,fat
146,92,fat
144,76,fat
143,92,fat
172,76,fat
175,51,thin
190,75,normal
147,35,thin
140,69,fat
186,58,thin
152,92,fat
143,66,fat
188,46,thin
172,71,normal
175,37,thin
178,70,normal
162,57,normal
143,90,fat
142,74,fat
171,60,normal
186,83,normal
161,80,fat
188,48,thin
164,84,fat
144,72,fat
169,47,thin
140,41,normal
157,50,normal
150,94,fat
152,100,fat
150,63,fat
174,40,thin
189,92,fat
140,53,fat
160,44,thin
147,63,fat
145,100,fat
185,66,normal
178,81,fat
166,94,fat
180,83,fat
173,75,fat
140,78,fat
175,41,thin
148,89,fat
170,85,fat
164,48,thin
148,81,fat
183,68,normal
174,72,normal
184,62,thin
180,63,normal
182,73,normal
168,96,fat
175,87,fat
188,43,thin
150,94,fat
156,74,fat
173,46,thin
157,59,normal
155,67,fat
170,51,thin
182,60,thin
141,88,fat
174,95,fat
169,55,normal
185,72,normal
188,80,normal
144,91,fat
170,98,fat
158,47,normal
168,63,normal
149,72,fat
176,100,fat
151,79,fat
142,38,normal
155,47,normal
168,36,thin
149,52,normal
177,40,thin
173,41,thin
177,75,normal
174,92,fat
170,60,normal
165,83,fat
173,38,thin
181,43,thin
146,42,normal
169,78,fat
169,90,fat
159,65,fat
153,42,thin
172,94,fat
141,44,normal
190,40,thin
175,54,thin
151,47,normal
169,70,normal
141,71,fat
172,63,normal
152,89,fat
178,98,fat
152,77,fat
178,52,thin
184,57,thin
165,82,fat
163,87,fat
186,97,fat
187,37,thin
163,83,fat
158,41,thin
162,43,thin
179,80,normal
163,63,normal
171,88,fat
166,71,fat
173,49,thin
180,46,thin
173,82,fat
179,42,thin
159,55,normal
168,37,thin
175,35,thin
145,63,fat
173,76,fat
152,38,thin
168,79,fat
189,90,fat
157,53,normal
187,98,fat
183,43,thin
170,82,fat
141,64,fat
172,44,thin
140,59,fat
155,61,fat
142,39,normal
148,63,fat
176,48,thin
145,94,fat
178,81,fat
186,37,thin
179,37,thin
166,39,thin
146,49,normal
156,90,fat
143,79,fat
148,36,thin
166,78,fat
146,84,fat
180,44,thin
149,51,normal
187,82,normal
185,56,thin
144,83,fat
156,65,fat
142,50,normal
169,53,normal
147,51,normal
165,81,fat
168,58,normal
145,98,fat
174,45,thin
169,93,fat
164,52,normal
172,67,normal
167,47,thin
177,86,fat
146,82,fat
151,77,fat
159,46,thin
140,58,fat
144,80,fat
186,49,thin
145,94,fat
190,58,thin
153,54,normal
162,58,normal
187,48,thin
164,46,thin
163,72,fat
145,60,fat
169,95,fat
162,71,fat
186,97,fat
168,77,fat
182,62,normal
165,91,fat
152,53,normal
187,36,thin
180,39,thin
162,43,thin
165,38,thin
169,90,fat
185,96,fat
151,98,fat
144,61,fat
168,50,thin
150,57,fat
149,41,thin
181,62,normal
162,51,normal
171,48,thin
141,94,fat
173,60,normal
156,91,fat
169,36,thin
175,99,fat
188,91,fat
179,35,thin
142,35,thin
152,68,fat
161,85,fat
162,91,fat
158,80,fat
151,67,fat
168,62,normal
143,88,fat
180,82,fat
149,78,fat
152,43,normal
175,47,thin
186,57,thin
152,41,thin
185,62,thin
182,58,thin
174,46,thin
184,41,thin
150,35,thin
165,66,normal
166,42,thin
165,89,fat
163,42,thin
141,43,normal
177,37,thin
188,79,normal
166,42,thin
151,52,normal
156,76,fat
158,87,fat
175,75,normal
172,43,thin
152,66,fat
179,74,normal
166,70,fat
143,57,fat
175,56,thin
146,98,fat
170,49,thin
181,52,thin
167,87,fat
162,91,fat
143,73,fat
171,88,fat
176,98,fat
142,85,fat
155,40,thin
185,56,thin
156,87,fat
158,62,normal
190,57,thin
154,90,fat
149,37,thin
149,63,fat
157,74,fat
172,57,normal
159,93,fat
184,84,normal
150,44,normal
188,43,thin
146,37,thin
187,89,fat
144,45,normal
170,75,fat
151,84,fat
140,70,fat
161,37,thin
179,50,thin
184,63,normal
159,36,thin
171,47,thin
186,93,fat
172,100,fat
188,47,thin
174,48,thin
146,81,fat
157,100,fat
178,55,thin
140,100,fat
143,40,normal
165,93,fat
163,64,normal
168,42,thin
181,46,thin
151,71,fat
165,60,normal
178,46,thin
158,50,normal
156,41,thin
187,56,thin
183,92,fat
140,42,normal
189,52,thin
170,76,fat
175,35,thin
174,53,thin
142,87,fat
158,43,thin
186,79,normal
170,51,thin
188,69,normal
147,74,fat
176,44,thin
189,73,normal
150,81,fat
183,52,thin
155,95,fat
184,37,thin
155,90,fat
188,81,normal
150,41,thin
183,97,fat
145,61,fat
175,49,thin
144,89,fat
142,92,fat
150,49,normal
147,48,normal
177,67,normal
186,63,thin
158,39,thin
170,79,fat
169,80,fat
147,89,fat
172,80,fat
141,52,fat
140,84,fat
143,47,normal
173,38,thin
185,84,normal
176,69,normal
189,93,fat
184,56,thin
188,70,normal
174,75,normal
141,39,normal
187,36,thin
169,66,normal
140,68,fat
151,35,thin
152,58,fat
190,68,normal
168,51,thin
178,51,thin
154,56,normal
171,98,fat
156,58,normal
160,53,normal
189,51,thin
150,59,fat
155,98,fat
184,86,fat
158,75,fat
176,56,thin
178,39,thin
165,70,fat
171,56,normal
153,37,thin
160,62,normal
142,65,fat
183,64,normal
146,37,thin
165,47,thin
184,95,fat
150,81,fat
171,96,fat
182,43,thin
144,87,fat
158,43,thin
166,53,normal
183,74,normal
151,35,thin
158,77,fat
190,38,thin
152,37,thin
162,44,thin
145,54,fat
180,91,fat
183,49,thin
167,72,fat
161,52,normal
184,58,thin
174,35,thin
165,60,normal
157,87,fat
190,71,normal
156,35,thin
174,46,thin
186,37,thin
141,84,fat
172,67,normal
147,63,fat
151,63,fat
152,57,normal
162,42,thin
164,58,normal
168,39,thin
190,81,normal
173,54,thin
165,92,fat
187,94,fat
141,61,fat
170,85,fat
171,49,thin
189,90,fat
162,71,fat
162,69,fat
152,72,fat
183,81,normal
179,40,thin
156,63,fat
156,93,fat
185,85,normal
190,76,normal
152,78,fat
186,64,thin
165,60,normal
183,82,normal
159,36,thin
152,77,fat
161,41,thin
155,58,normal
159,61,normal
173,60,normal
188,89,fat
161,59,normal
144,49,normal
166,86,fat
155,51,normal
178,90,fat
143,58,fat
148,40,thin
155,100,fat
185,98,fat
155,81,fat
176,93,fat
147,60,fat
165,72,fat
159,58,normal
188,56,thin
146,43,normal
176,53,thin
164,65,normal
170,99,fat
165,58,normal
177,82,fat
147,89,fat
142,60,fat
171,78,fat
150,78,fat
177,51,thin
140,86,fat
179,70,normal
170,38,thin
155,54,normal
157,98,fat
172,75,fat
186,100,fat
140,95,fat
142,90,fat
147,64,fat
157,72,fat
185,82,normal
165,42,thin
190,86,normal
172,64,normal
162,94,fat
165,41,thin
175,71,normal
141,38,normal
140,72,fat
141,83,fat
151,92,fat
160,91,fat
154,58,normal
154,40,thin
156,87,fat
144,51,normal
153,47,normal
155,39,thin
188,77,normal
187,88,fat
149,41,thin
140,76,fat
176,91,fat
145,37,thin
183,68,normal
166,62,normal
141,56,fat
184,59,thin
168,53,normal
150,90,fat
141,75,fat
164,74,fat
177,83,fat
153,49,normal
179,54,thin
147,62,fat
167,59,normal
175,47,thin
157,83,fat
189,57,thin
150,63,fat
175,91,fat
152,76,fat
147,67,fat
181,37,thin
167,47,thin
160,67,fat
141,52,fat
148,79,fat
155,85,fat
164,82,fat
161,79,fat
182,61,thin
166,75,fat
182,61,thin
163,63,normal
153,84,fat
177,46,thin
142,93,fat
144,69,fat
181,94,fat
155,68,fat
176,39,thin
181,69,normal
161,69,fat
171,43,thin
156,35,thin
187,38,thin
153,67,fat
182,44,thin
164,55,normal
142,53,fat
187,48,thin
169,95,fat
159,97,fat
173,48,thin
142,38,normal
190,54,thin
169,56,normal
153,79,fat
142,58,fat
151,35,thin
146,68,fat
171,88,fat
179,74,normal
146,44,normal
149,79,fat
161,78,fat
189,45,thin
163,96,fat
143,63,fat
184,54,thin
158,76,fat
163,100,fat
166,88,fat
169,85,fat
172,86,fat
170,61,normal
165,62,normal
148,42,normal
147,93,fat
160,84,fat
161,74,fat
190,79,normal
188,92,fat
187,39,thin
189,64,thin
182,47,thin
177,52,thin
153,50,normal
172,97,fat
153,82,fat
189,58,thin
183,55,thin
147,84,fat
175,38,thin
164,93,fat
162,92,fat
146,71,fat
169,79,fat
145,50,normal
171,40,thin
158,47,normal
171,72,normal
188,59,thin
186,68,normal
168,72,fat
172,74,fat
179,60,normal
140,56,fat
149,41,thin
184,89,fat
184,47,thin
184,77,normal
156,64,fat
176,81,fat
180,83,fat
176,99,fat
144,51,normal
173,73,normal
185,45,thin
176,93,fat
185,61,thin
167,64,normal
147,37,thin
187,90,fat
164,94,fat
190,35,thin
163,91,fat
154,93,fat
162,57,normal
145,85,fat
143,86,fat
145,85,fat
145,95,fat
168,87,fat
174,49,thin
170,50,thin
188,93,fat
163,77,fat
167,43,thin
151,57,normal
175,70,normal
156,57,normal
